image,bbox
6444,"[np.float64(353.54), np.float64(142.24), np.float64(482.55), np.float64(242.23)]"
7463,"[np.float64(463.25), np.float64(172.03), np.float64(544.63), np.float64(238.74)]"
7463,"[np.float64(734.11), np.float64(177.97), np.float64(938.96), np.float64(341.17)]"
7463,"[np.float64(698.85), np.float64(187.69), np.float64(811.01), np.float64(276.2)]"
7463,"[np.float64(511.84), np.float64(180.29), np.float64(567.87), np.float64(218.72)]"
7463,"[np.float64(112.49), np.float64(164.7), np.float64(376.35), np.float64(251.83)]"
6923,"[np.float64(4.2), np.float64(185.05), np.float64(124.04), np.float64(229.24)]"
6923,"[np.float64(125.09), np.float64(185.97), np.float64(211.51), np.float64(222.85)]"
6923,"[np.float64(454.2), np.float64(185.37), np.float64(526.55), np.float64(235.36)]"
6923,"[np.float64(585.83), np.float64(178.92), np.float64(632.87), np.float64(225.78)]"
5561,"[np.float64(641.5), np.float64(175.71), np.float64(677.5), np.float64(204.07)]"
5561,"[np.float64(699.82), np.float64(169.99), np.float64(798.69), np.float64(245.56)]"
5561,"[np.float64(797.71), np.float64(187.83), np.float64(1026.35), np.float64(325.16)]"
5561,"[np.float64(832.72), np.float64(176.12), np.float64(905.57), np.float64(204.91)]"
3186,"[np.float64(10.5), np.float64(195.39), np.float64(167.29), np.float64(263.55)]"
6452,"[np.float64(584.41), np.float64(189.3), np.float64(617.05), np.float64(216.07)]"
3362,"[np.float64(580.3), np.float64(178.42), np.float64(640.88), np.float64(237.01)]"
2639,"[np.float64(759.17), np.float64(156.71), np.float64(943.23), np.float64(305.63)]"
2639,"[np.float64(703.88), np.float64(172.77), np.float64(780.35), np.float64(238.13)]"
2639,"[np.float64(688.07), np.float64(178.74), np.float64(728.74), np.float64(212.1)]"
1812,"[np.float64(593.09), np.float64(174.16), np.float64(644.45), np.float64(222.74)]"
1812,"[np.float64(144.14), np.float64(195.13), np.float64(331.69), np.float64(285.72)]"
1812,"[np.float64(834.26), np.float64(167.25), np.float64(1108.98), np.float64(320.03)]"
1812,"[np.float64(719.5), np.float64(173.42), np.float64(884.52), np.float64(247.15)]"
1812,"[np.float64(360.09), np.float64(176.12), np.float64(422.3), np.float64(211.96)]"
1812,"[np.float64(402.5), np.float64(177.98), np.float64(449.63), np.float64(207.17)]"
1812,"[np.float64(69.44), np.float64(180.07), np.float64(112.19), np.float64(209.15)]"
2318,"[np.float64(592.79), np.float64(171.43), np.float64(652.75), np.float64(228.11)]"
2318,"[np.float64(900.22), np.float64(172.9), np.float64(1228.03), np.float64(374.0)]"
2318,"[np.float64(806.43), np.float64(170.82), np.float64(1028.93), np.float64(295.42)]"
2318,"[np.float64(271.53), np.float64(173.32), np.float64(365.95), np.float64(222.05)]"
2318,"[np.float64(343.2), np.float64(176.28), np.float64(408.92), np.float64(214.03)]"
2318,"[np.float64(396.28), np.float64(179.64), np.float64(445.28), np.float64(205.19)]"
6943,"[np.float64(555.52), np.float64(176.9), np.float64(622.5), np.float64(237.98)]"
6943,"[np.float64(312.86), np.float64(186.17), np.float64(484.58), np.float64(294.44)]"
6943,"[np.float64(209.32), np.float64(180.85), np.float64(349.04), np.float64(254.0)]"
6943,"[np.float64(433.2), np.float64(176.88), np.float64(521.93), np.float64(244.85)]"
6943,"[np.float64(499.84), np.float64(176.32), np.float64(551.18), np.float64(218.23)]"
6943,"[np.float64(324.85), np.float64(182.32), np.float64(382.49), np.float64(212.9)]"
3066,"[np.float64(410.42), np.float64(161.97), np.float64(469.89), np.float64(212.18)]"
3008,"[np.float64(586.7), np.float64(174.54), np.float64(617.4), np.float64(203.75)]"
3008,"[np.float64(679.72), np.float64(175.86), np.float64(773.51), np.float64(243.23)]"
3008,"[np.float64(640.68), np.float64(170.97), np.float64(672.94), np.float64(202.92)]"
3008,"[np.float64(274.16), np.float64(189.86), np.float64(379.82), np.float64(246.58)]"
3008,"[np.float64(343.6), np.float64(182.88), np.float64(424.08), np.float64(230.52)]"
3008,"[np.float64(406.76), np.float64(179.65), np.float64(463.8), np.float64(215.07)]"
1439,"[np.float64(597.13), np.float64(174.92), np.float64(641.16), np.float64(217.32)]"
6775,"[np.float64(662.01), np.float64(172.03), np.float64(696.95), np.float64(197.8)]"
6775,"[np.float64(482.3), np.float64(179.27), np.float64(623.8), np.float64(259.78)]"
6775,"[np.float64(339.2), np.float64(183.16), np.float64(427.66), np.float64(226.47)]"
7006,"[np.float64(551.11), np.float64(169.87), np.float64(715.31), np.float64(328.08)]"
7006,"[np.float64(87.34), np.float64(183.85), np.float64(250.62), np.float64(255.25)]"
6819,"[np.float64(846.31), np.float64(117.55), np.float64(885.41), np.float64(145.91)]"
5733,"[np.float64(395.57), np.float64(183.26), np.float64(618.08), np.float64(258.64)]"
61,"[np.float64(0.0), np.float64(218.4), np.float64(93.89), np.float64(297.9)]"
225,"[np.float64(1.07), np.float64(175.43), np.float64(121.82), np.float64(230.51)]"
225,"[np.float64(584.46), np.float64(176.63), np.float64(622.38), np.float64(214.4)]"
2314,"[np.float64(572.91), np.float64(173.88), np.float64(613.95), np.float64(211.3)]"
2314,"[np.float64(90.96), np.float64(196.55), np.float64(373.75), np.float64(341.57)]"
2314,"[np.float64(320.0), np.float64(181.42), np.float64(442.27), np.float64(253.92)]"
2314,"[np.float64(390.8), np.float64(183.8), np.float64(440.04), np.float64(214.43)]"
2314,"[np.float64(504.3), np.float64(173.03), np.float64(540.84), np.float64(203.57)]"
1909,"[np.float64(1054.83), np.float64(154.34), np.float64(1240.37), np.float64(249.68)]"
1909,"[np.float64(381.94), np.float64(183.53), np.float64(438.55), np.float64(221.17)]"
1909,"[np.float64(554.45), np.float64(165.45), np.float64(651.01), np.float64(207.2)]"
1909,"[np.float64(187.36), np.float64(185.14), np.float64(230.81), np.float64(215.88)]"
1909,"[np.float64(479.3), np.float64(190.92), np.float64(616.21), np.float64(268.29)]"
4407,"[np.float64(174.34), np.float64(189.92), np.float64(291.1), np.float64(236.29)]"
5289,"[np.float64(79.23), np.float64(196.66), np.float64(401.91), np.float64(358.63)]"
5289,"[np.float64(506.07), np.float64(186.48), np.float64(576.78), np.float64(230.99)]"
1097,"[np.float64(461.32), np.float64(164.7), np.float64(592.81), np.float64(259.2)]"
1097,"[np.float64(826.88), np.float64(170.66), np.float64(955.42), np.float64(286.93)]"
1097,"[np.float64(314.89), np.float64(180.93), np.float64(450.86), np.float64(259.92)]"
7183,"[np.float64(284.96), np.float64(194.9), np.float64(404.14), np.float64(265.97)]"
7183,"[np.float64(676.38), np.float64(178.54), np.float64(757.64), np.float64(237.43)]"
7183,"[np.float64(369.7), np.float64(194.2), np.float64(455.08), np.float64(245.15)]"
7183,"[np.float64(439.16), np.float64(181.89), np.float64(496.93), np.float64(226.01)]"
4432,"[np.float64(388.21), np.float64(187.93), np.float64(612.46), np.float64(284.43)]"
4432,"[np.float64(107.76), np.float64(189.87), np.float64(172.65), np.float64(226.0)]"
216,"[np.float64(568.38), np.float64(180.78), np.float64(610.26), np.float64(222.22)]"
216,"[np.float64(81.08), np.float64(190.87), np.float64(276.31), np.float64(279.87)]"
216,"[np.float64(297.52), np.float64(188.99), np.float64(388.66), np.float64(243.05)]"
216,"[np.float64(395.02), np.float64(184.59), np.float64(444.87), np.float64(221.02)]"
2638,"[np.float64(721.61), np.float64(191.36), np.float64(904.81), np.float64(306.64)]"
2638,"[np.float64(657.1), np.float64(183.94), np.float64(740.65), np.float64(240.25)]"
2638,"[np.float64(361.78), np.float64(184.06), np.float64(497.46), np.float64(230.18)]"
2638,"[np.float64(632.25), np.float64(174.29), np.float64(662.0), np.float64(200.55)]"
5256,"[np.float64(109.63), np.float64(181.86), np.float64(310.18), np.float64(274.15)]"
6509,"[np.float64(169.31), np.float64(195.92), np.float64(436.36), np.float64(357.32)]"
6509,"[np.float64(478.77), np.float64(170.49), np.float64(541.21), np.float64(224.46)]"
6509,"[np.float64(527.75), np.float64(172.12), np.float64(564.16), np.float64(204.43)]"
4524,"[np.float64(655.04), np.float64(180.11), np.float64(688.7), np.float64(206.74)]"
2207,"[np.float64(982.67), np.float64(170.48), np.float64(1120.21), np.float64(226.64)]"
5935,"[np.float64(560.43), np.float64(177.08), np.float64(602.06), np.float64(215.05)]"
5935,"[np.float64(300.82), np.float64(190.42), np.float64(446.15), np.float64(284.73)]"
5935,"[np.float64(403.73), np.float64(181.66), np.float64(452.72), np.float64(213.01)]"
120,"[np.float64(57.05), np.float64(202.42), np.float64(394.68), np.float64(374.0)]"
120,"[np.float64(814.15), np.float64(164.79), np.float64(997.27), np.float64(262.07)]"
120,"[np.float64(346.63), np.float64(185.82), np.float64(485.85), np.float64(278.21)]"
120,"[np.float64(455.26), np.float64(186.71), np.float64(532.19), np.float64(243.46)]"
120,"[np.float64(486.97), np.float64(186.14), np.float64(549.32), np.float64(232.01)]"
120,"[np.float64(664.25), np.float64(178.14), np.float64(721.96), np.float64(227.83)]"
120,"[np.float64(679.78), np.float64(180.23), np.float64(745.05), np.float64(220.33)]"
120,"[np.float64(716.11), np.float64(175.23), np.float64(783.6), np.float64(212.42)]"
1866,"[np.float64(427.53), np.float64(187.28), np.float64(505.74), np.float64(214.12)]"
440,"[np.float64(589.46), np.float64(173.13), np.float64(616.08), np.float64(199.44)]"
440,"[np.float64(347.63), np.float64(183.16), np.float64(416.56), np.float64(221.86)]"
2871,"[np.float64(90.68), np.float64(195.63), np.float64(303.59), np.float64(302.18)]"
2871,"[np.float64(491.11), np.float64(182.61), np.float64(532.41), np.float64(208.52)]"
2871,"[np.float64(513.18), np.float64(173.15), np.float64(550.66), np.float64(202.0)]"
5138,"[np.float64(560.93), np.float64(178.82), np.float64(619.62), np.float64(232.34)]"
5138,"[np.float64(0.0), np.float64(185.07), np.float64(242.99), np.float64(307.04)]"
5138,"[np.float64(280.43), np.float64(178.29), np.float64(476.86), np.float64(312.65)]"
5138,"[np.float64(474.72), np.float64(178.43), np.float64(543.09), np.float64(232.08)]"
5138,"[np.float64(507.36), np.float64(182.24), np.float64(547.79), np.float64(212.91)]"
3720,"[np.float64(128.36), np.float64(175.97), np.float64(205.57), np.float64(208.2)]"
3720,"[np.float64(279.87), np.float64(157.39), np.float64(321.54), np.float64(185.06)]"
3720,"[np.float64(571.29), np.float64(169.86), np.float64(615.44), np.float64(213.84)]"
1566,"[np.float64(476.27), np.float64(176.53), np.float64(556.88), np.float64(216.73)]"
2970,"[np.float64(298.95), np.float64(179.4), np.float64(350.54), np.float64(204.9)]"
6129,"[np.float64(0.0), np.float64(169.9), np.float64(191.26), np.float64(256.27)]"
6129,"[np.float64(703.64), np.float64(172.79), np.float64(775.67), np.float64(239.65)]"
7347,"[np.float64(833.99), np.float64(146.26), np.float64(930.9), np.float64(178.56)]"
6321,"[np.float64(134.7), np.float64(195.34), np.float64(227.84), np.float64(224.79)]"
2368,"[np.float64(227.13), np.float64(177.91), np.float64(466.57), np.float64(318.23)]"
2368,"[np.float64(425.28), np.float64(184.75), np.float64(494.12), np.float64(225.29)]"
849,"[np.float64(589.72), np.float64(173.63), np.float64(630.7), np.float64(206.64)]"
849,"[np.float64(373.7), np.float64(173.33), np.float64(526.7), np.float64(225.22)]"
5307,"[np.float64(699.4), np.float64(188.3), np.float64(841.79), np.float64(283.23)]"
5969,"[np.float64(652.71), np.float64(188.7), np.float64(701.73), np.float64(226.88)]"
1107,"[np.float64(647.48), np.float64(177.36), np.float64(726.98), np.float64(239.27)]"
1107,"[np.float64(417.0), np.float64(178.0), np.float64(514.79), np.float64(211.01)]"
418,"[np.float64(346.76), np.float64(179.17), np.float64(450.91), np.float64(218.5)]"
418,"[np.float64(432.32), np.float64(169.64), np.float64(509.34), np.float64(202.71)]"
2453,"[np.float64(378.87), np.float64(183.37), np.float64(480.11), np.float64(217.34)]"
4664,"[np.float64(79.3), np.float64(164.93), np.float64(284.69), np.float64(283.8)]"
4664,"[np.float64(303.41), np.float64(183.63), np.float64(402.67), np.float64(242.22)]"
4664,"[np.float64(408.08), np.float64(184.23), np.float64(469.96), np.float64(219.07)]"
4664,"[np.float64(456.79), np.float64(177.15), np.float64(502.98), np.float64(211.25)]"
1979,"[np.float64(56.12), np.float64(198.73), np.float64(371.04), np.float64(374.0)]"
1979,"[np.float64(488.41), np.float64(179.18), np.float64(578.72), np.float64(210.87)]"
1979,"[np.float64(346.97), np.float64(189.13), np.float64(437.47), np.float64(251.68)]"
1979,"[np.float64(617.29), np.float64(177.13), np.float64(709.83), np.float64(206.07)]"
1979,"[np.float64(150.95), np.float64(179.4), np.float64(280.84), np.float64(222.94)]"
2962,"[np.float64(254.12), np.float64(192.03), np.float64(464.21), np.float64(299.75)]"
2962,"[np.float64(760.28), np.float64(171.82), np.float64(889.59), np.float64(263.12)]"
2962,"[np.float64(654.63), np.float64(166.31), np.float64(695.23), np.float64(191.64)]"
1445,"[np.float64(766.85), np.float64(171.92), np.float64(861.77), np.float64(232.6)]"
1445,"[np.float64(994.53), np.float64(165.51), np.float64(1104.61), np.float64(257.26)]"
1445,"[np.float64(809.74), np.float64(173.02), np.float64(890.12), np.float64(220.87)]"
1445,"[np.float64(910.56), np.float64(169.11), np.float64(940.86), np.float64(194.39)]"
5940,"[np.float64(9.86), np.float64(192.98), np.float64(258.46), np.float64(280.83)]"
5940,"[np.float64(194.89), np.float64(182.05), np.float64(357.47), np.float64(248.31)]"
2406,"[np.float64(994.55), np.float64(192.09), np.float64(1145.31), np.float64(293.57)]"
2406,"[np.float64(714.62), np.float64(175.12), np.float64(758.67), np.float64(203.3)]"
2406,"[np.float64(956.21), np.float64(180.83), np.float64(1002.92), np.float64(222.4)]"
5128,"[np.float64(685.45), np.float64(189.38), np.float64(796.62), np.float64(267.86)]"
5128,"[np.float64(409.23), np.float64(187.34), np.float64(507.93), np.float64(260.39)]"
5098,"[np.float64(593.09), np.float64(176.28), np.float64(644.48), np.float64(218.05)]"
5098,"[np.float64(80.69), np.float64(179.51), np.float64(321.45), np.float64(316.0)]"
5098,"[np.float64(288.09), np.float64(181.72), np.float64(430.25), np.float64(244.45)]"
5098,"[np.float64(472.33), np.float64(186.47), np.float64(559.2), np.float64(248.89)]"
5098,"[np.float64(404.71), np.float64(175.48), np.float64(509.74), np.float64(218.77)]"
5098,"[np.float64(757.09), np.float64(192.21), np.float64(1005.07), np.float64(348.18)]"
5098,"[np.float64(653.91), np.float64(176.02), np.float64(697.26), np.float64(210.81)]"
885,"[np.float64(430.33), np.float64(182.04), np.float64(532.74), np.float64(261.28)]"
885,"[np.float64(692.66), np.float64(184.52), np.float64(844.71), np.float64(294.35)]"
885,"[np.float64(688.22), np.float64(180.36), np.float64(775.62), np.float64(250.85)]"
885,"[np.float64(524.85), np.float64(182.32), np.float64(565.09), np.float64(218.24)]"
885,"[np.float64(646.98), np.float64(177.32), np.float64(692.12), np.float64(216.89)]"
778,"[np.float64(758.32), np.float64(183.04), np.float64(1001.06), np.float64(317.66)]"
778,"[np.float64(234.11), np.float64(179.57), np.float64(450.78), np.float64(333.14)]"
778,"[np.float64(690.65), np.float64(164.01), np.float64(830.62), np.float64(257.99)]"
778,"[np.float64(381.81), np.float64(181.37), np.float64(486.41), np.float64(273.15)]"
778,"[np.float64(496.29), np.float64(178.63), np.float64(533.55), np.float64(212.22)]"
5624,"[np.float64(331.13), np.float64(184.11), np.float64(478.1), np.float64(282.23)]"
5624,"[np.float64(548.4), np.float64(172.21), np.float64(602.77), np.float64(221.83)]"
24,"[np.float64(517.23), np.float64(162.98), np.float64(564.36), np.float64(196.64)]"
24,"[np.float64(443.6), np.float64(168.03), np.float64(480.35), np.float64(195.69)]"
3208,"[np.float64(626.65), np.float64(171.62), np.float64(683.41), np.float64(213.0)]"
3208,"[np.float64(326.41), np.float64(202.56), np.float64(402.74), np.float64(250.04)]"
3208,"[np.float64(942.32), np.float64(165.54), np.float64(1148.82), np.float64(230.25)]"
3208,"[np.float64(857.58), np.float64(166.21), np.float64(1035.91), np.float64(219.76)]"
3208,"[np.float64(672.38), np.float64(164.16), np.float64(708.32), np.float64(192.01)]"
6500,"[np.float64(92.84), np.float64(173.05), np.float64(184.79), np.float64(210.54)]"
6500,"[np.float64(189.73), np.float64(169.52), np.float64(258.13), np.float64(202.21)]"
6500,"[np.float64(257.46), np.float64(170.82), np.float64(303.89), np.float64(195.86)]"
6500,"[np.float64(584.3), np.float64(170.55), np.float64(640.51), np.float64(226.57)]"
4059,"[np.float64(490.06), np.float64(180.49), np.float64(549.96), np.float64(220.39)]"
6985,"[np.float64(999.37), np.float64(166.01), np.float64(1131.52), np.float64(200.95)]"
6369,"[np.float64(759.91), np.float64(185.12), np.float64(931.62), np.float64(260.56)]"
6369,"[np.float64(134.77), np.float64(193.73), np.float64(228.59), np.float64(235.62)]"
4607,"[np.float64(568.18), np.float64(177.04), np.float64(618.47), np.float64(225.72)]"
4750,"[np.float64(564.71), np.float64(173.44), np.float64(599.44), np.float64(200.21)]"
7037,"[np.float64(207.04), np.float64(198.14), np.float64(422.89), np.float64(336.58)]"
7037,"[np.float64(509.59), np.float64(180.41), np.float64(557.28), np.float64(214.91)]"
244,"[np.float64(730.11), np.float64(191.65), np.float64(1000.19), np.float64(374.0)]"
